Genus,species,,type,Synonym,other,Origin,Version,Source,NCBI Tax ID,URL,Ensembl
Plasmodium,falciparum,,7G8,,,,Plas_falc_7G8_V1,EnsemblProtists,57266,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_7g8/pep/Plasmodium_falciparum_7g8.Plas_falc_7G8_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,CAMP/Malaysia,,,,Plas_falc_Malayan_Camp_V1,EnsemblProtists,5835,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_camp_malaysia/pep/Plasmodium_falciparum_camp_malaysia.Plas_falc_Malayan_Camp_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,Dd2,,,,ASM14979v1,EnsemblProtists,57267,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_dd2/pep/Plasmodium_falciparum_dd2.ASM14979v1.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,FCH/4,,,,Plas_falc_FCH_4_V2,EnsemblProtists,1036724,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_fch_4/pep/Plasmodium_falciparum_fch_4.Plas_falc_FCH_4_V2.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,HB3,,,,ASM14966v2,EnsemblProtists,137071,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_hb3/pep/Plasmodium_falciparum_hb3.ASM14966v2.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,IGH-CR14,,,,ASM18605v2,EnsemblProtists,580059,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_igh_cr14/pep/Plasmodium_falciparum_igh_cr14.ASM18605v2.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,MaliPS096_E11,,,,Plas_falc_MaliPS096_E11_V1,EnsemblProtists,1036727,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_malips096_e11/pep/Plasmodium_falciparum_malips096_e11.Plas_falc_MaliPS096_E11_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,NF135/5.C10,,,,Plas_falc_NF135_5_C10_V1,EnsemblProtists,1036726,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_nf135_5_c10/pep/Plasmodium_falciparum_nf135_5_c10.Plas_falc_NF135_5_C10_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,NF54,,,,Plas_falc_NF4_V1,EnsemblProtists,5843,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_nf54/pep/Plasmodium_falciparum_nf54.Plas_falc_NF4_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,Palo Alto/Uganda,,,,Plas_falc_Uganda_Palo-Alto_FUP_H_V1,EnsemblProtists,57270,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_palo_alto_uganda/pep/Plasmodium_falciparum_palo_alto_uganda.Plas_falc_Uganda_Palo-Alto_FUP_H_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,RAJ116,,,,ASM18602v2,EnsemblProtists,580058,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_raj116/pep/Plasmodium_falciparum_raj116.ASM18602v2.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,Santa Lucia,,,,Plas_falc_Santa_Lucia_Salvador_I_V1,EnsemblProtists,478859,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_santa_lucia/pep/Plasmodium_falciparum_santa_lucia.Plas_falc_Santa_Lucia_Salvador_I_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,Tanzania (2000708),,,,Plas_falc_02000708_V1,EnsemblProtists,1036725,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_tanzania_2000708_/pep/Plasmodium_falciparum_tanzania_2000708_.Plas_falc_02000708_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,UGT5_1,,,,Plas_falc_5_1_V1,EnsemblProtists,1237627,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_ugt5_1/pep/Plasmodium_falciparum_ugt5_1.Plas_falc_5_1_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,falciparum,,Vietnam Oak-Knoll (FVO),,,,Plas_falc_Vietnam_Oak-Knoll_FVO_V1,EnsemblProtists,1036723,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_falciparum_vietnam_oak_knoll_fvo_/pep/Plasmodium_falciparum_vietnam_oak_knoll_fvo_.Plas_falc_Vietnam_Oak-Knoll_FVO_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,fragile,,,,,,Plas_frag_nilgiri_V1,EnsemblProtists,5857,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_fragile/pep/Plasmodium_fragile.Plas_frag_nilgiri_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,gaboni,,,,,,ASM160202v1,EnsemblProtists,647221,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_gaboni/pep/Plasmodium_gaboni.ASM160202v1.pep.all.fa.gz,protists_alveolata1
Plasmodium,inui,,San Antonio 1,,,,Plas_inui_San_Antonio_1_V1,EnsemblProtists,1237626,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_inui_san_antonio_1/pep/Plasmodium_inui_san_antonio_1.Plas_inui_San_Antonio_1_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,knowlesi,,strain H,,,,PKNA1-C.2,EnsemblProtists,5851,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_knowlesi_strain_h_gca_900004885/pep/Plasmodium_knowlesi_strain_h_gca_900004885.PKNA1-C.2.pep.all.fa.gz,protists_alveolata1
Plasmodium,malariae,,,,,,Pmal,EnsemblProtists,5858,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_malariae/pep/Plasmodium_malariae.Pmal.pep.all.fa.gz,protists_alveolata1
Plasmodium,ovale,,curtisi,,,,Poc1,EnsemblProtists,864141,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_ovale_curtisi/pep/Plasmodium_ovale_curtisi.Poc1.pep.all.fa.gz,protists_alveolata1
Plasmodium,ovale,,wallikeri,,,,Pow2,EnsemblProtists,864142,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_ovale_wallikeri/pep/Plasmodium_ovale_wallikeri.Pow2.pep.all.fa.gz,protists_alveolata1
Plasmodium,reichenowi,,,,,,PREICH001,EnsemblProtists,5854,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_reichenowi/pep/Plasmodium_reichenowi.PREICH001.pep.all.fa.gz,protists_alveolata1
Plasmodium,vinckei,,petteri,,,,Plas_vinc_pett_CR_V1,EnsemblProtists,138298,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_vinckei_petteri/pep/Plasmodium_vinckei_petteri.Plas_vinc_pett_CR_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,vinckei,,vinckei,,,,Plas_vinc_vinckei_V1,EnsemblProtists,54757,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_vinckei_vinckei/pep/Plasmodium_vinckei_vinckei.Plas_vinc_vinckei_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,vivax,,,,,,ASM241v2,EnsemblProtists,5855,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/plasmodium_vivax/pep/Plasmodium_vivax.ASM241v2.pep.all.fa.gz,plasmodium_vivax
Plasmodium,vivax,,Brazil I,,,,PV_Brazil_I_V1,EnsemblProtists,1033975,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_vivax_brazil_i/pep/Plasmodium_vivax_brazil_i.PV_Brazil_I_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,vivax,,India VII,,,,PV_India_VII_V2,EnsemblProtists,1077284,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_vivax_india_vii/pep/Plasmodium_vivax_india_vii.PV_India_VII_V2.pep.all.fa.gz,protists_alveolata1
Plasmodium,vivax,,Mauritania I,,,,PV_Mauritania_I_V1,EnsemblProtists,1035515,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_vivax_mauritania_i/pep/Plasmodium_vivax_mauritania_i.PV_Mauritania_I_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,vivax,,North Korean,,,,PV_N_Korean_V1,EnsemblProtists,1035514,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_vivax_north_korean/pep/Plasmodium_vivax_north_korean.PV_N_Korean_V1.pep.all.fa.gz,protists_alveolata1
Plasmodium,yoelii,,,,,,PY17X01,EnsemblProtists,5861,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_yoelii/pep/Plasmodium_yoelii.PY17X01.pep.all.fa.gz,protists_alveolata1
Plasmodium,yoelii,,17X,,,,Plas_yoel_17X_V2,EnsemblProtists,1323249,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_yoelii_17x/pep/Plasmodium_yoelii_17x.Plas_yoel_17X_V2.pep.all.fa.gz,protists_alveolata1
Plasmodium,yoelii,,yoelii,,,,ASM308v2,EnsemblProtists,73239,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/plasmodium_yoelii_yoelii/pep/Plasmodium_yoelii_yoelii.ASM308v2.pep.all.fa.gz,protists_alveolata1
Plasmopara,halstedii,,,,,,Plasmopara halstedii genome,EnsemblProtists,4781,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_stramenopiles1_collection/plasmopara_halstedii/pep/Plasmopara_halstedii.Plasmopara_halstedii_genome.pep.all.fa.gz,protists_stramenopiles1
Polysphondylium,pallidum,,PN500,,,,PolPal_Dec2009,EnsemblProtists,670386,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_amoebozoa1_collection/polysphondylium_pallidum_pn500/pep/Polysphondylium_pallidum_pn500.PolPal_Dec2009.pep.all.fa.gz,protists_amoebozoa1
Pseudocohnilembus,persalinus,,,,,,ASM144751v1,EnsemblProtists,266149,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/pseudocohnilembus_persalinus/pep/Pseudocohnilembus_persalinus.ASM144751v1.pep.all.fa.gz,protists_alveolata1
Pythium,aphanidermatum,,DAOM BR444,,,,pag1_scaffolds_v1,EnsemblProtists,1223555,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/pythium_aphanidermatum/pep/Pythium_aphanidermatum.pag1_scaffolds_v1.pep.all.fa.gz,pythium_aphanidermatum
Pythium,arrhenomanes,,ATCC 12531,,,,par_scaffolds_v1,EnsemblProtists,1223556,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/pythium_arrhenomanes/pep/Pythium_arrhenomanes.par_scaffolds_v1.pep.all.fa.gz,pythium_arrhenomanes
Pythium,irregulare,,DAOM BR486,,,,pir_scaffolds_v1,EnsemblProtists,1223557,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/pythium_irregulare/pep/Pythium_irregulare.pir_scaffolds_v1.pep.all.fa.gz,pythium_irregulare
Pythium,iwayamai,,DAOM BR242034,,,,piw_scaffolds_v1,EnsemblProtists,1223558,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/pythium_iwayamai/pep/Pythium_iwayamai.piw_scaffolds_v1.pep.all.fa.gz,pythium_iwayamai
Pythium,ultimum,,DAOM BR144,,,,pug,EnsemblProtists,431595,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/pythium_ultimum/pep/Pythium_ultimum.pug.pep.all.fa.gz,pythium_ultimum
Pythium,vexans,,DAOM BR484,,,,pve_scaffolds_v1,EnsemblProtists,1223560,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/pythium_vexans/pep/Pythium_vexans.pve_scaffolds_v1.pep.all.fa.gz,pythium_vexans
Reticulomyxa,filosa,,,,,,Reti_assembly1.0,EnsemblProtists,46433,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_rhizaria1_collection/reticulomyxa_filosa/pep/Reticulomyxa_filosa.Reti_assembly1.0.pep.all.fa.gz,protists_rhizaria1
Salpingoeca,rosetta,,,,,,Proterospongia_sp_ATCC50818,EnsemblProtists,946362,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_choanoflagellida1_collection/salpingoeca_rosetta/pep/Salpingoeca_rosetta.Proterospongia_sp_ATCC50818.pep.all.fa.gz,protists_choanoflagellida1
Saprolegnia,diclina,,VS20,,,,Sap_diclina_VS20_V1,EnsemblProtists,1156394,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_stramenopiles1_collection/saprolegnia_diclina_vs20/pep/Saprolegnia_diclina_vs20.Sap_diclina_VS20_V1.pep.all.fa.gz,protists_stramenopiles1
Saprolegnia,parasitica,,CBS 223.65,,,,ASM15154v2,EnsemblProtists,695850,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_stramenopiles1_collection/saprolegnia_parasitica_cbs_223_65/pep/Saprolegnia_parasitica_cbs_223_65.ASM15154v2.pep.all.fa.gz,protists_stramenopiles1
Sphaeroforma,arctica,,JP610,,,,Spha_arctica_JP610_V1,EnsemblProtists,667725,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_ichthyosporea1_collection/sphaeroforma_arctica_jp610/pep/Sphaeroforma_arctica_jp610.Spha_arctica_JP610_V1.pep.all.fa.gz,protists_ichthyosporea1
Spironucleus,salmonicida,,,,,,SSK3.0,EnsemblProtists,348837,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_fornicata1_collection/spironucleus_salmonicida/pep/Spironucleus_salmonicida.SSK3.0.pep.all.fa.gz,protists_fornicata1
Stentor,coeruleus,,,,,,ASM197095v1,EnsemblProtists,5963,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/stentor_coeruleus/pep/Stentor_coeruleus.ASM197095v1.pep.all.fa.gz,protists_alveolata1
Strigomonas,culicis,,,,,,Strigomonas culicis Genome,EnsemblProtists,28005,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_euglenozoa1_collection/strigomonas_culicis/pep/Strigomonas_culicis.Strigomonas_culicis_Genome.pep.all.fa.gz,protists_euglenozoa1
Stylonychia,lemnae,,,,,,Stylonychia_lemnae_asm_v1.0,EnsemblProtists,5949,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/stylonychia_lemnae/pep/Stylonychia_lemnae.Stylonychia_lemnae_asm_v1.0.pep.all.fa.gz,protists_alveolata1
Tetrahymena,thermophila,,SB210,,,,JCVI-TTA1-2.2,EnsemblProtists,312017,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/tetrahymena_thermophila/pep/Tetrahymena_thermophila.JCVI-TTA1-2.2.pep.all.fa.gz,tetrahymena_thermophila
Thalassiosira,oceanica,,,,,,ThaOc_1.0,EnsemblProtists,159749,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_stramenopiles1_collection/thalassiosira_oceanica/pep/Thalassiosira_oceanica.ThaOc_1.0.pep.all.fa.gz,protists_stramenopiles1
Thalassiosira,oceanica,,CCMP1005,,,,ASM19663v1,EnsemblProtists,637379,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_stramenopiles1_collection/thalassiosira_oceanica_ccmp1005/pep/Thalassiosira_oceanica_ccmp1005.ASM19663v1.pep.all.fa.gz,protists_stramenopiles1
Thalassiosira,pseudonana,,CCMP1335,,,,ASM14940v2,EnsemblProtists,296543,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/thalassiosira_pseudonana/pep/Thalassiosira_pseudonana.ASM14940v2.pep.all.fa.gz,thalassiosira_pseudonana
Thecamonas,trahens,,ATCC 50062,,,,TheTra_May2010,EnsemblProtists,461836,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_apusozoa1_collection/thecamonas_trahens_atcc_50062/pep/Thecamonas_trahens_atcc_50062.TheTra_May2010.pep.all.fa.gz,protists_apusozoa1
Theileria,annulata,,,,,,ASM322v1,EnsemblProtists,5874,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/theileria_annulata/pep/Theileria_annulata.ASM322v1.pep.all.fa.gz,protists_alveolata1
Theileria,equi,,strain WA,,,,JCVI-bewag-v1.1,EnsemblProtists,1537102,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/theileria_equi_strain_wa/pep/Theileria_equi_strain_wa.JCVI-bewag-v1.1.pep.all.fa.gz,protists_alveolata1
Theileria,orientalis,,strain Shintoku,,,,ASM74089v1,EnsemblProtists,869250,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/theileria_orientalis_strain_shintoku/pep/Theileria_orientalis_strain_shintoku.ASM74089v1.pep.all.fa.gz,protists_alveolata1
Theileria,parva,,,,,,ASM16536v1,EnsemblProtists,5875,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/theileria_parva/pep/Theileria_parva.ASM16536v1.pep.all.fa.gz,protists_alveolata1
Toxoplasma,gondii,,ME49,,,,ToxoDB-7.1,EnsemblProtists,508771,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/toxoplasma_gondii_ari/pep/Toxoplasma_gondii_ari.TGARI_v2.pep.all.fa.gz,toxoplasma_gondii
Toxoplasma,gondii,,ARI,,,,TGARI v2,EnsemblProtists,1074872,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/toxoplasma_gondii/pep/Toxoplasma_gondii.ToxoDB-7.1.pep.all.fa.gz,protists_alveolata1
Toxoplasma,gondii,,FOU,,,,TGFOU1v02,EnsemblProtists,943167,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/toxoplasma_gondii_fou/pep/Toxoplasma_gondii_fou.TGFOU1v02.pep.all.fa.gz,protists_alveolata1
Toxoplasma,gondii,,GAB2-2007-GAL-DOM2,,,,TGGABGALDOM2_v2.1,EnsemblProtists,1130820,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/toxoplasma_gondii_gab2_2007_gal_dom2/pep/Toxoplasma_gondii_gab2_2007_gal_dom2.TGGABGALDOM2_v2.1.pep.all.fa.gz,protists_alveolata1
Toxoplasma,gondii,,GT1,,,,TGGT1,EnsemblProtists,507601,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/toxoplasma_gondii_gt1/pep/Toxoplasma_gondii_gt1.TGGT1.pep.all.fa.gz,protists_alveolata1
Toxoplasma,gondii,,MAS,,,,TGMAS1 v2,EnsemblProtists,943118,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/toxoplasma_gondii_mas/pep/Toxoplasma_gondii_mas.TGMAS1_v2.pep.all.fa.gz,protists_alveolata1
Toxoplasma,gondii,,RUB,,,,TGRUB v2,EnsemblProtists,935652,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/toxoplasma_gondii_rub/pep/Toxoplasma_gondii_rub.TGRUB_v2.pep.all.fa.gz,protists_alveolata1
Toxoplasma,gondii,,TgCatPRC2,,,,TGCATPRC2 v2,EnsemblProtists,1130821,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/toxoplasma_gondii_tgcatprc2/pep/Toxoplasma_gondii_tgcatprc2.TGCATPRC2_v2.pep.all.fa.gz,protists_alveolata1
Toxoplasma,gondii,,VAND,,,,TGVAND v2,EnsemblProtists,933077,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/toxoplasma_gondii_vand/pep/Toxoplasma_gondii_vand.TGVAND_v2.pep.all.fa.gz,protists_alveolata1
Toxoplasma,gondii,,VEG,,,,TGVEG,EnsemblProtists,432359,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/toxoplasma_gondii_veg/pep/Toxoplasma_gondii_veg.TGVEG.pep.all.fa.gz,protists_alveolata1
Toxoplasma,gondii,,p89,,,,TGP89A v02,EnsemblProtists,943119,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/toxoplasma_gondii_p89/pep/Toxoplasma_gondii_p89.TGP89A_v02.pep.all.fa.gz,protists_alveolata1
Trichomonas,vaginalis,,G3,,,,ASM282v1,EnsemblProtists,412133,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_parabasalia1_collection/trichomonas_vaginalis_g3/pep/Trichomonas_vaginalis_g3.ASM282v1.pep.all.fa.gz,protists_parabasalia1
Trypanosoma,brucei,,,,,,TryBru_Apr2005_chr11,EnsemblProtists,5691,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/trypanosoma_brucei/pep/Trypanosoma_brucei.TryBru_Apr2005_chr11.pep.all.fa.gz,trypanosoma_brucei
Trypanosoma,cruzi,,,,,,ASM20906v1,EnsemblProtists,5693,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_euglenozoa1_collection/trypanosoma_cruzi/pep/Trypanosoma_cruzi.ASM20906v1.pep.all.fa.gz,protists_euglenozoa1
Trypanosoma,cruzi,,Dm28c,,,,T.cruzi.Dm28c_v01,EnsemblProtists,1416333,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_euglenozoa1_collection/trypanosoma_cruzi_dm28c/pep/Trypanosoma_cruzi_dm28c.T.cruzi.Dm28c_v01.pep.all.fa.gz,protists_euglenozoa1
Trypanosoma,cruzi,,marinkellei,,,,ASM30049v1,EnsemblProtists,85056,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_euglenozoa1_collection/trypanosoma_cruzi_marinkellei/pep/Trypanosoma_cruzi_marinkellei.ASM30049v1.pep.all.fa.gz,protists_euglenozoa1
Trypanosoma,rangeli,,SC58,,,,T_rangeli_SC58v1,EnsemblProtists,429131,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_euglenozoa1_collection/trypanosoma_rangeli_sc58/pep/Trypanosoma_rangeli_sc58.T_rangeli_SC58v1.pep.all.fa.gz,protists_euglenozoa1
Vitrella,brassicaformis,,CCMP3155,,,,Vbrassicaformis,EnsemblProtists,1169540,ftp://ftp.ensemblgenomes.org/pub/release-38/protists/fasta/protists_alveolata1_collection/vitrella_brassicaformis_ccmp3155/pep/Vitrella_brassicaformis_ccmp3155.Vbrassicaformis.pep.all.fa.gz,protists_alveolata1
