Name	Taxon ID	Assembly	Accession					
Colletotrichum gloeosporioides Cg-14	1237896	Colletotrichum_gloeosporioides1	GCA_000446055	TRUE	Colletotrichum_gloeosporioides_cg_14	GCA_000446055	Colletotrichum_gloeosporioides1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_gloeosporioides_cg_14_gca_000446055/pep/Colletotrichum_gloeosporioides_cg_14_gca_000446055.Colletotrichum_gloeosporioides1.pep.all.fa.gz
Colletotrichum graminicola	645133	C_graminicola_M1_001_V1	GCA_000149035	TRUE	Colletotrichum_graminicola		C_graminicola_M1_001_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/colletotrichum_graminicola/pep/Colletotrichum_graminicola.C_graminicola_M1_001_V1.pep.all.fa.gz
Colletotrichum higginsianum	80884		GCA_000313795	TRUE	Colletotrichum_higginsianum	GCA_000313795		ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/colletotrichum_higginsianum/pep/Colletotrichum_higginsianum.GCA_000313795.2.pep.all.fa.gz
Colletotrichum higginsianum IMI 349063	759273	ASM167251v1	GCA_001672515	TRUE	Colletotrichum_higginsianum_imi_349063	GCA_001672515	ASM167251v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_higginsianum_imi_349063_gca_001672515/pep/Colletotrichum_higginsianum_imi_349063_gca_001672515.ASM167251v1.pep.all.fa.gz
Colletotrichum incanum str. MAFF 238704	1573173	Ci238704v1	GCA_001625285	TRUE	Colletotrichum_incanum	GCA_001625285	Ci238704v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_incanum_gca_001625285/pep/Colletotrichum_incanum_gca_001625285.Ci238704v1.pep.all.fa.gz
Colletotrichum incanum str. MAFF238712	1573173	ASM185523v1	GCA_001855235	TRUE	Colletotrichum_incanum	GCA_001855235	ASM185523v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_incanum_gca_001855235/pep/Colletotrichum_incanum_gca_001855235.ASM185523v1.pep.all.fa.gz
Colletotrichum nymphaeae SA-01	1460502	CNYM01	GCA_001563115	TRUE	Colletotrichum_nymphaeae_sa_01	GCA_001563115	CNYM01	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_nymphaeae_sa_01_gca_001563115/pep/Colletotrichum_nymphaeae_sa_01_gca_001563115.CNYM01.pep.all.fa.gz
Colletotrichum orbiculare	1213857		GCA_000350065	TRUE	Colletotrichum_orbiculare	GCA_000350065		ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/colletotrichum_orbiculare/pep/Colletotrichum_orbiculare.GCA_000350065.1.pep.all.fa.gz
Colletotrichum orchidophilum str. IMI 309357	1209926	CORC01	GCA_001831195	TRUE	Colletotrichum_orchidophilum	GCA_001831195	CORC01	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_orchidophilum_gca_001831195/pep/Colletotrichum_orchidophilum_gca_001831195.CORC01.pep.all.fa.gz
Colletotrichum salicis str. CBS 607.94	1209931	CSAL01	GCA_001563125	TRUE	Colletotrichum_salicis	GCA_001563125	CSAL01	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_salicis_gca_001563125/pep/Colletotrichum_salicis_gca_001563125.CSAL01.pep.all.fa.gz
Colletotrichum simmondsii str. CBS122122	703756	CSIM01	GCA_001563135	TRUE	Colletotrichum_simmondsii	GCA_001563135	CSIM01	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_simmondsii_gca_001563135/pep/Colletotrichum_simmondsii_gca_001563135.CSIM01.pep.all.fa.gz
Colletotrichum sublineola str. TX430BB	1173701	ASM69613v1	GCA_000696135	TRUE	Colletotrichum_sublineola	GCA_000696135	ASM69613v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/colletotrichum_sublineola_gca_000696135/pep/Colletotrichum_sublineola_gca_000696135.ASM69613v1.pep.all.fa.gz
Colletotrichum tofieldiae str. 0861	708197	Ct0861v1	GCA_001625265	TRUE	Colletotrichum_tofieldiae	GCA_001625265	Ct0861v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/colletotrichum_tofieldiae_gca_001625265/pep/Colletotrichum_tofieldiae_gca_001625265.Ct0861v1.pep.all.fa.gz
Conidiobolus coronatus NRRL 28638	796925	Conidiobolus_coronatus_NRRL28638	GCA_001566745	TRUE	Conidiobolus_coronatus_nrrl_28638	GCA_001566745	Conidiobolus_coronatus_NRRL28638	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_entomophthoromycota1_collection/conidiobolus_coronatus_nrrl_28638_gca_001566745/pep/Conidiobolus_coronatus_nrrl_28638_gca_001566745.Conidiobolus_coronatus_NRRL28638.pep.all.fa.gz
Coniella lustricola str. B22-T-1	2025994	Coniella_lustricola_v1.0	GCA_003019895	TRUE	Coniella_lustricola	GCA_003019895	Coniella_lustricola_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/coniella_lustricola_gca_003019895/pep/Coniella_lustricola_gca_003019895.Coniella_lustricola_v1.0.pep.all.fa.gz
Coniochaeta ligniaria NRRL 30616	1408157	Conlig_v1.0	GCA_001879275	TRUE	Coniochaeta_ligniaria_nrrl_30616	GCA_001879275	Conlig_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/coniochaeta_ligniaria_nrrl_30616_gca_001879275/pep/Coniochaeta_ligniaria_nrrl_30616_gca_001879275.Conlig_v1.0.pep.all.fa.gz
Coniophora puteana RWD-64-598 SS2	741705	Conpu1	GCA_000271625	TRUE	Coniophora_puteana_rwd_64_598_ss2	GCA_000271625	Conpu1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/coniophora_puteana_rwd_64_598_ss2_gca_000271625/pep/Coniophora_puteana_rwd_64_598_ss2_gca_000271625.Conpu1.pep.all.fa.gz
Coniosporium apollinis CBS 100218 str. CBS 352.97	1168221	Coni_apol_CBS100218__V1	GCA_000281105	TRUE	Coniosporium_apollinis_cbs_100218	GCA_000281105	Coni_apol_CBS100218__V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/coniosporium_apollinis_cbs_100218_gca_000281105/pep/Coniosporium_apollinis_cbs_100218_gca_000281105.Coni_apol_CBS100218__V1.pep.all.fa.gz
Coprinopsis cinerea okayama7#130	240176	CC3	GCA_000182895	TRUE	Coprinopsis_cinerea_okayama7_130	GCA_000182895	CC3	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/coprinopsis_cinerea_okayama7_130_gca_000182895/pep/Coprinopsis_cinerea_okayama7_130_gca_000182895.CC3.pep.all.fa.gz
Cordyceps brongniartii RCEF 3172	1081107	BBO_1.0	GCA_001636735	TRUE	Cordyceps_brongniartii_rcef_3172	GCA_001636735	BBO_1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/cordyceps_brongniartii_rcef_3172_gca_001636735/pep/Cordyceps_brongniartii_rcef_3172_gca_001636735.BBO_1.0.pep.all.fa.gz
Cordyceps confragosa RCEF 1005	1081108	LEL_1.0	GCA_001636795	TRUE	Cordyceps_confragosa_rcef_1005	GCA_001636795	LEL_1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/cordyceps_confragosa_rcef_1005_gca_001636795/pep/Cordyceps_confragosa_rcef_1005_gca_001636795.LEL_1.0.pep.all.fa.gz
Cordyceps confragosa str. UM487	1105325	ASM165321v1	GCA_001653215	TRUE	Cordyceps_confragosa	GCA_001653215	ASM165321v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/cordyceps_confragosa_gca_001653215/pep/Cordyceps_confragosa_gca_001653215.ASM165321v1.pep.all.fa.gz
Cordyceps fumosorosea ARSEF 2679	1081104	ISF_1.0	GCA_001636725	TRUE	Cordyceps_fumosorosea_arsef_2679	GCA_001636725	ISF_1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota3_collection/cordyceps_fumosorosea_arsef_2679_gca_001636725/pep/Cordyceps_fumosorosea_arsef_2679_gca_001636725.ISF_1.0.pep.all.fa.gz
Cordyceps militaris CM01	983644	CmilitarisCM01_v01	GCA_000225605	TRUE	Cordyceps_militaris_cm01	GCA_000225605	CmilitarisCM01_v01	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota1_collection/cordyceps_militaris_cm01_gca_000225605/pep/Cordyceps_militaris_cm01_gca_000225605.CmilitarisCM01_v01.pep.all.fa.gz
Cordyceps sp. RAO-2017	2004951	Hirsu2	GCA_002591385	TRUE	Cordyceps_sp_rao_2017	GCA_002591385	Hirsu2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/cordyceps_sp_rao_2017_gca_002591385/pep/Cordyceps_sp_rao_2017_gca_002591385.Hirsu2.pep.all.fa.gz
Corynespora cassiicola Philippines	1448308	Corynespora_cassiicola_v1.0	GCA_003016335	TRUE	Corynespora_cassiicola_philippines	GCA_003016335	Corynespora_cassiicola_v1.0	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_ascomycota4_collection/corynespora_cassiicola_philippines_gca_003016335/pep/Corynespora_cassiicola_philippines_gca_003016335.Corynespora_cassiicola_v1.0.pep.all.fa.gz
Cryptococcus amylolentus CBS 6039	1295533	Cryp_amyl_CBS6039_V3	GCA_001720205	TRUE	Cryptococcus_amylolentus_cbs_6039	GCA_001720205	Cryp_amyl_CBS6039_V3	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_amylolentus_cbs_6039_gca_001720205/pep/Cryptococcus_amylolentus_cbs_6039_gca_001720205.Cryp_amyl_CBS6039_V3.pep.all.fa.gz
Cryptococcus amylolentus CBS 6273	1296118	Cryp_amyl_CBS6273_V2	GCA_001720235	TRUE	Cryptococcus_amylolentus_cbs_6273	GCA_001720235	Cryp_amyl_CBS6273_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_amylolentus_cbs_6273_gca_001720235/pep/Cryptococcus_amylolentus_cbs_6273_gca_001720235.Cryp_amyl_CBS6273_V2.pep.all.fa.gz
Cryptococcus depauperatus CBS 7841	1295531	Filo_depa_CBS7841_V1	GCA_001720195	TRUE	Cryptococcus_depauperatus_cbs_7841	GCA_001720195	Filo_depa_CBS7841_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_depauperatus_cbs_7841_gca_001720195/pep/Cryptococcus_depauperatus_cbs_7841_gca_001720195.Filo_depa_CBS7841_V1.pep.all.fa.gz
Cryptococcus depauperatus CBS 7855	1295532	Filo_depa_CBS7855_V2	GCA_001720245	TRUE	Cryptococcus_depauperatus_cbs_7855	GCA_001720245	Filo_depa_CBS7855_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_depauperatus_cbs_7855_gca_001720245/pep/Cryptococcus_depauperatus_cbs_7855_gca_001720245.Filo_depa_CBS7855_V2.pep.all.fa.gz
Cryptococcus gattii CA1280	1296109	Cryp_gatt_CA1280_V1	GCA_000836335	TRUE	Cryptococcus_gattii_ca1280	GCA_000836335	Cryp_gatt_CA1280_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ca1280_gca_000836335/pep/Cryptococcus_gattii_ca1280_gca_000836335.Cryp_gatt_CA1280_V1.pep.all.fa.gz
Cryptococcus gattii CA1873	1296111	Cryp_gatt_CA1873_V1	GCA_000855695	TRUE	Cryptococcus_gattii_ca1873	GCA_000855695	Cryp_gatt_CA1873_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ca1873_gca_000855695/pep/Cryptococcus_gattii_ca1873_gca_000855695.Cryp_gatt_CA1873_V1.pep.all.fa.gz
Cryptococcus gattii E566	1296102	Cryp_gatt_E566_V1	GCA_000875815	TRUE	Cryptococcus_gattii_e566	GCA_000875815	Cryp_gatt_E566_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_e566_gca_000875815/pep/Cryptococcus_gattii_e566_gca_000875815.Cryp_gatt_E566_V1.pep.all.fa.gz
Cryptococcus gattii EJB2	1296103	Cryp_gatt_EJB2_V1	GCA_000835745	TRUE	Cryptococcus_gattii_ejb2	GCA_000835745	Cryp_gatt_EJB2_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ejb2_gca_000835745/pep/Cryptococcus_gattii_ejb2_gca_000835745.Cryp_gatt_EJB2_V1.pep.all.fa.gz
Cryptococcus gattii NT-10	1296108	Cryp_gatt_NT-10_V1	GCA_000935105	TRUE	Cryptococcus_gattii_nt_10	GCA_000935105	Cryp_gatt_NT-10_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_nt_10_gca_000935105/pep/Cryptococcus_gattii_nt_10_gca_000935105.Cryp_gatt_NT-10_V1.pep.all.fa.gz
Cryptococcus gattii Ru294	1296112	Cryp_gatt_Ru294_V1	GCA_000836355	TRUE	Cryptococcus_gattii_ru294	GCA_000836355	Cryp_gatt_Ru294_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_ru294_gca_000836355/pep/Cryptococcus_gattii_ru294_gca_000836355.Cryp_gatt_Ru294_V1.pep.all.fa.gz
Cryptococcus gattii VGII 2001/935-1	1334442	Cryp_gatt_2001_935-1_V1	GCA_000835815	TRUE	Cryptococcus_gattii_vgii_2001_935_1	GCA_000835815	Cryp_gatt_2001_935-1_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_2001_935_1_gca_000835815/pep/Cryptococcus_gattii_vgii_2001_935_1_gca_000835815.Cryp_gatt_2001_935-1_V1.pep.all.fa.gz
Cryptococcus gattii VGII 99/473	1296104	Cryp_gatt_99_473_V1	GCA_000836455	TRUE	Cryptococcus_gattii_vgii_99_473	GCA_000836455	Cryp_gatt_99_473_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_99_473_gca_000836455/pep/Cryptococcus_gattii_vgii_99_473_gca_000836455.Cryp_gatt_99_473_V1.pep.all.fa.gz
Cryptococcus gattii VGII CA1014	1296107	Cryp_gatt_CA1014_V1	GCA_000875795	TRUE	Cryptococcus_gattii_vgii_ca1014	GCA_000875795	Cryp_gatt_CA1014_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_ca1014_gca_000875795/pep/Cryptococcus_gattii_vgii_ca1014_gca_000875795.Cryp_gatt_CA1014_V1.pep.all.fa.gz
Cryptococcus gattii VGII CBS 10090	1296101	Cryp_gatt_CBS10090_V1	GCA_000835765	TRUE	Cryptococcus_gattii_vgii_cbs_10090	GCA_000835765	Cryp_gatt_CBS10090_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_cbs_10090_gca_000835765/pep/Cryptococcus_gattii_vgii_cbs_10090_gca_000835765.Cryp_gatt_CBS10090_V1.pep.all.fa.gz
Cryptococcus gattii VGII LA55	1296106	Cryp_gatt_LA55_V1	GCA_000836315	TRUE	Cryptococcus_gattii_vgii_la55	GCA_000836315	Cryp_gatt_LA55_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_la55_gca_000836315/pep/Cryptococcus_gattii_vgii_la55_gca_000836315.Cryp_gatt_LA55_V1.pep.all.fa.gz
Cryptococcus gattii VGII MMRL2647	1296117	Cryp_gatt_MMRL2647_V2	GCA_000875855	TRUE	Cryptococcus_gattii_vgii_mmrl2647	GCA_000875855	Cryp_gatt_MMRL2647_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_mmrl2647_gca_000875855/pep/Cryptococcus_gattii_vgii_mmrl2647_gca_000875855.Cryp_gatt_MMRL2647_V2.pep.all.fa.gz
Cryptococcus gattii VGII R265	294750	CNB2	GCA_000149475	TRUE	Cryptococcus_gattii_vgii_r265	GCA_000149475	CNB2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_r265_gca_000149475/pep/Cryptococcus_gattii_vgii_r265_gca_000149475.CNB2.pep.all.fa.gz
Cryptococcus gattii VGII Ram5	1296110	Cryp_gatt_Ram5_V1	GCA_000836375	TRUE	Cryptococcus_gattii_vgii_ram5	GCA_000836375	Cryp_gatt_Ram5_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgii_ram5_gca_000836375/pep/Cryptococcus_gattii_vgii_ram5_gca_000836375.Cryp_gatt_Ram5_V1.pep.all.fa.gz
Cryptococcus gattii VGIV IND107	1296105	Cryp_gatt_IND107_V2	GCA_000835755	TRUE	Cryptococcus_gattii_vgiv_ind107	GCA_000835755	Cryp_gatt_IND107_V2	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_vgiv_ind107_gca_000835755/pep/Cryptococcus_gattii_vgiv_ind107_gca_000835755.Cryp_gatt_IND107_V2.pep.all.fa.gz
Cryptococcus gattii WM276	367775	ASM18594v1	GCA_000185945	TRUE	Cryptococcus_gattii_wm276	GCA_000185945	ASM18594v1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_gattii_wm276_gca_000185945/pep/Cryptococcus_gattii_wm276_gca_000185945.ASM18594v1.pep.all.fa.gz
Cryptococcus neoformans var. grubii 125.91	1230079	Cryp_neof_125_91_V1	GCA_002215885	TRUE	Cryptococcus_neoformans_var_grubii_125_91	GCA_002215885	Cryp_neof_125_91_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_125_91_gca_002215885/pep/Cryptococcus_neoformans_var_grubii_125_91_gca_002215885.Cryp_neof_125_91_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii A1-35-8	1230081	Cryp_neof_grubii_A1-35-8_V1	GCA_002221985	TRUE	Cryptococcus_neoformans_var_grubii_a1_35_8	GCA_002221985	Cryp_neof_grubii_A1-35-8_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a1_35_8_gca_002221985/pep/Cryptococcus_neoformans_var_grubii_a1_35_8_gca_002221985.Cryp_neof_grubii_A1-35-8_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii A2-102-5	1230057	Cryp_neof_A2_102_5_V1	GCA_002222375	TRUE	Cryptococcus_neoformans_var_grubii_a2_102_5	GCA_002222375	Cryp_neof_A2_102_5_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a2_102_5_gca_002222375/pep/Cryptococcus_neoformans_var_grubii_a2_102_5_gca_002222375.Cryp_neof_A2_102_5_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii A5-35-17	1230080	Cryp_neof_grubii_A5-35-17_V1	GCA_002222215	TRUE	Cryptococcus_neoformans_var_grubii_a5_35_17	GCA_002222215	Cryp_neof_grubii_A5-35-17_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_a5_35_17_gca_002222215/pep/Cryptococcus_neoformans_var_grubii_a5_35_17_gca_002222215.Cryp_neof_grubii_A5-35-17_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii AD1-7a	1230056	Cryp_neof_AD1_7a_V1	GCA_002220445	TRUE	Cryptococcus_neoformans_var_grubii_ad1_7a	GCA_002220445	Cryp_neof_AD1_7a_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad1_7a_gca_002220445/pep/Cryptococcus_neoformans_var_grubii_ad1_7a_gca_002220445.Cryp_neof_AD1_7a_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii AD1-83a	1230065	Cryp_neof_AD1_83a_V1	GCA_002215765	TRUE	Cryptococcus_neoformans_var_grubii_ad1_83a	GCA_002215765	Cryp_neof_AD1_83a_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad1_83a_gca_002215765/pep/Cryptococcus_neoformans_var_grubii_ad1_83a_gca_002215765.Cryp_neof_AD1_83a_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii AD2-60a	1230059	Cryp_neof_AD2_60a_V1	GCA_002215775	TRUE	Cryptococcus_neoformans_var_grubii_ad2_60a	GCA_002215775	Cryp_neof_AD2_60a_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_ad2_60a_gca_002215775/pep/Cryptococcus_neoformans_var_grubii_ad2_60a_gca_002215775.Cryp_neof_AD2_60a_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii Br795	1230061	Cryp_neof_Br795_V1	GCA_002222225	TRUE	Cryptococcus_neoformans_var_grubii_br795	GCA_002222225	Cryp_neof_Br795_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_br795_gca_002222225/pep/Cryptococcus_neoformans_var_grubii_br795_gca_002222225.Cryp_neof_Br795_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii Bt1	1230073	Cryp_neof_Bt1_V1	GCA_002215705	TRUE	Cryptococcus_neoformans_var_grubii_bt1	GCA_002215705	Cryp_neof_Bt1_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt1_gca_002215705/pep/Cryptococcus_neoformans_var_grubii_bt1_gca_002215705.Cryp_neof_Bt1_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii Bt120	1230070	Cryp_neof_Bt120_V1	GCA_002222465	TRUE	Cryptococcus_neoformans_var_grubii_bt120	GCA_002222465	Cryp_neof_Bt120_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt120_gca_002222465/pep/Cryptococcus_neoformans_var_grubii_bt120_gca_002222465.Cryp_neof_Bt120_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii Bt15	1230071	Cryp_neof_Bt15_V1	GCA_002222335	TRUE	Cryptococcus_neoformans_var_grubii_bt15	GCA_002222335	Cryp_neof_Bt15_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt15_gca_002222335/pep/Cryptococcus_neoformans_var_grubii_bt15_gca_002222335.Cryp_neof_Bt15_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii Bt63	1230075	Cryp_neof_Bt63_V1	GCA_002234625	TRUE	Cryptococcus_neoformans_var_grubii_bt63	GCA_002234625	Cryp_neof_Bt63_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt63_gca_002234625/pep/Cryptococcus_neoformans_var_grubii_bt63_gca_002234625.Cryp_neof_Bt63_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii Bt85	1230076	Cryp_neof_Bt85_V1	GCA_002215835	TRUE	Cryptococcus_neoformans_var_grubii_bt85	GCA_002215835	Cryp_neof_Bt85_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_bt85_gca_002215835/pep/Cryptococcus_neoformans_var_grubii_bt85_gca_002215835.Cryp_neof_Bt85_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii C23	1230055	Cryp_neof_C23_V1	GCA_002215825	TRUE	Cryptococcus_neoformans_var_grubii_c23	GCA_002215825	Cryp_neof_C23_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_c23_gca_002215825/pep/Cryptococcus_neoformans_var_grubii_c23_gca_002215825.Cryp_neof_C23_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii CHC193	1230064	Cryp_neof_CHC193_V1	GCA_002222295	TRUE	Cryptococcus_neoformans_var_grubii_chc193	GCA_002222295	Cryp_neof_CHC193_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_chc193_gca_002222295/pep/Cryptococcus_neoformans_var_grubii_chc193_gca_002222295.Cryp_neof_CHC193_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii D17-1	1230058	Cryp_neof_D17_1_V1	GCA_002222255	TRUE	Cryptococcus_neoformans_var_grubii_d17_1	GCA_002222255	Cryp_neof_D17_1_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_d17_1_gca_002222255/pep/Cryptococcus_neoformans_var_grubii_d17_1_gca_002222255.Cryp_neof_D17_1_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii Gb118	1230060	Cryp_neof_Gb118_V1	GCA_002224005	TRUE	Cryptococcus_neoformans_var_grubii_gb118	GCA_002224005	Cryp_neof_Gb118_V1	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_gb118_gca_002224005/pep/Cryptococcus_neoformans_var_grubii_gb118_gca_002224005.Cryp_neof_Gb118_V1.pep.all.fa.gz
Cryptococcus neoformans var. grubii H99	235443	CNA3	GCA_000149245	TRUE	Cryptococcus_neoformans_var_grubii_h99	GCA_000149245	CNA3	ftp://ftp.ensemblgenomes.org/pub/release-44/fungi/fasta/fungi_basidiomycota1_collection/cryptococcus_neoformans_var_grubii_h99_gca_000149245/pep/Cryptococcus_neoformans_var_grubii_h99_gca_000149245.CNA3.pep.all.fa.gz
